,status,cpc,date,ts_clicks,tr_clicks,tr_conversions,impressions,lp_clicks,cost,tr_revenue,TR.NET,TR.ROI,LP.CTR,CTR,Status_Algo,Reason,Coeff_Performance,Bid_suggestion,EPC
22437,RUNNING,NA,11/12/2019,0,0,0,412,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22438,RUNNING,NA,11/12/2019,0,0,0,855,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22439,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22440,RUNNING,NA,11/12/2019,0,0,0,42,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22441,RUNNING,NA,11/12/2019,0,0,0,51,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22442,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22443,RUNNING,NA,11/12/2019,0,0,0,209,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22444,RUNNING,NA,11/12/2019,0,0,0,107,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22445,RUNNING,NA,11/12/2019,0,0,0,55,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22446,RUNNING,NA,11/12/2019,0,0,0,16,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22447,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22448,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22449,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22450,RUNNING,NA,11/12/2019,0,0,0,36,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22451,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22452,RUNNING,NA,11/12/2019,0,0,0,299,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22453,RUNNING,NA,11/12/2019,0,0,0,8,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22454,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22455,RUNNING,NA,11/12/2019,0,0,0,42,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22456,RUNNING,NA,11/12/2019,0,0,0,658,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22457,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22458,RUNNING,NA,11/12/2019,0,0,0,52,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22459,RUNNING,NA,11/12/2019,0,0,0,190,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22460,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22461,RUNNING,NA,11/12/2019,0,0,0,78,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22462,RUNNING,NA,11/12/2019,0,0,0,699,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22463,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22464,RUNNING,NA,11/12/2019,0,0,0,28,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22465,RUNNING,NA,11/12/2019,0,0,0,56,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22466,RUNNING,NA,11/12/2019,0,0,0,1940,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22467,RUNNING,NA,11/12/2019,0,0,0,101,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22468,RUNNING,NA,11/12/2019,0,0,0,56,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22469,RUNNING,NA,11/12/2019,0,0,0,375,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22470,RUNNING,NA,11/12/2019,0,0,0,67,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22471,RUNNING,NA,11/12/2019,0,0,0,40,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22472,RUNNING,NA,11/12/2019,0,0,0,40,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22473,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22474,RUNNING,NA,11/12/2019,0,0,0,71,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22475,RUNNING,NA,11/12/2019,0,0,0,163,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22476,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22477,RUNNING,NA,11/12/2019,0,0,0,297,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22478,RUNNING,NA,11/12/2019,0,0,0,261,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22479,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22480,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22481,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22482,RUNNING,NA,11/12/2019,0,0,0,1488,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22483,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22484,RUNNING,NA,11/20/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22485,RUNNING,NA,11/12/2019,0,0,0,2978,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22486,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22487,RUNNING,NA,11/18/2019,0,0,0,146,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22488,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22489,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22490,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22491,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22492,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22493,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22494,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22495,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22496,RUNNING,NA,11/12/2019,0,0,0,13,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22497,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22498,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22499,RUNNING,NA,11/12/2019,0,0,0,7,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22500,RUNNING,NA,11/12/2019,0,0,0,168,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22501,RUNNING,NA,11/20/2019,0,0,0,12,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22502,RUNNING,NA,11/12/2019,0,0,0,9,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22503,RUNNING,NA,11/12/2019,0,0,0,3,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22504,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22505,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22506,RUNNING,NA,11/12/2019,0,0,0,74,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22507,RUNNING,NA,11/12/2019,0,0,0,94,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22508,RUNNING,NA,11/12/2019,0,0,0,320,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22509,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22510,RUNNING,NA,11/12/2019,0,0,0,555,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22511,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22512,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22513,RUNNING,0.151,11/11/2019,0,0,0,19,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22514,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22515,RUNNING,NA,11/12/2019,0,0,0,52,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22516,RUNNING,NA,11/12/2019,0,0,0,16,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22517,RUNNING,NA,11/12/2019,0,0,0,322,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22518,RUNNING,NA,11/12/2019,0,0,0,1477,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22519,RUNNING,NA,11/12/2019,0,0,0,200,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22520,RUNNING,NA,11/12/2019,0,0,0,24,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22521,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22522,RUNNING,NA,11/12/2019,0,0,0,40,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22523,RUNNING,NA,11/12/2019,0,0,0,827,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22524,RUNNING,NA,11/12/2019,0,0,0,52,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22525,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22526,RUNNING,NA,11/12/2019,0,0,0,48,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22527,RUNNING,NA,11/12/2019,0,0,0,238,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22528,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22529,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22530,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22531,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22532,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22533,RUNNING,NA,11/12/2019,0,0,0,47,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22534,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22535,RUNNING,NA,11/12/2019,0,0,0,458,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22536,RUNNING,NA,11/12/2019,0,0,0,31,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22537,RUNNING,NA,11/12/2019,0,0,0,3,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22538,RUNNING,NA,11/12/2019,0,0,0,305,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22539,RUNNING,0.151,11/11/2019,0,0,0,10,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22540,RUNNING,NA,11/12/2019,0,0,0,37,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22541,RUNNING,0.151,11/11/2019,0,0,0,40,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22542,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22543,RUNNING,NA,11/12/2019,0,0,0,59,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22544,RUNNING,NA,11/12/2019,0,0,0,97,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22545,RUNNING,NA,11/12/2019,0,0,0,189,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22546,RUNNING,NA,11/12/2019,0,0,0,1497,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22547,RUNNING,NA,11/12/2019,0,0,0,767,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22548,RUNNING,NA,11/12/2019,0,0,0,127,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22549,RUNNING,NA,11/12/2019,0,0,0,30,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22550,RUNNING,NA,11/12/2019,0,0,0,38,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22551,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22552,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22553,RUNNING,NA,11/12/2019,0,0,0,777,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22554,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22555,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22556,RUNNING,NA,11/12/2019,0,0,0,103,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22557,RUNNING,NA,11/12/2019,0,0,0,104,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22558,RUNNING,NA,11/12/2019,0,0,0,42,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22559,RUNNING,NA,11/12/2019,0,0,0,211,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22560,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22561,RUNNING,NA,11/12/2019,0,0,0,132,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22562,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22563,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22564,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22565,RUNNING,0.151,11/11/2019,0,0,0,19,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22566,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22567,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22568,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22569,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22570,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22571,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22572,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22573,RUNNING,NA,11/12/2019,0,0,0,7,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22574,RUNNING,NA,11/12/2019,0,0,0,18,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22575,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22576,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22577,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22578,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22579,RUNNING,NA,11/12/2019,0,0,0,25,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22580,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22581,RUNNING,NA,11/12/2019,0,0,0,14,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22582,RUNNING,NA,11/12/2019,0,0,0,232,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22583,RUNNING,NA,11/12/2019,0,0,0,5,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22584,RUNNING,NA,11/12/2019,0,0,0,44,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22585,RUNNING,NA,11/12/2019,0,0,0,5,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22586,RUNNING,NA,11/12/2019,0,0,0,7,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22587,RUNNING,NA,11/12/2019,0,0,0,12,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22588,RUNNING,NA,11/12/2019,0,0,0,123,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22589,RUNNING,NA,11/12/2019,0,0,0,142,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22590,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22591,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22592,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22593,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22594,RUNNING,NA,11/12/2019,0,0,0,11,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22595,RUNNING,NA,11/12/2019,0,0,0,190,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22596,RUNNING,NA,11/12/2019,0,0,0,26,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22597,RUNNING,NA,11/12/2019,0,0,0,3,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22598,RUNNING,NA,11/12/2019,0,0,0,8,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22599,RUNNING,NA,11/12/2019,0,0,0,21,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22600,RUNNING,NA,11/12/2019,0,0,0,519,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22601,RUNNING,NA,11/12/2019,0,0,0,12,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22602,RUNNING,NA,11/12/2019,0,0,0,34,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22603,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22604,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22605,RUNNING,NA,11/12/2019,0,0,0,10,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22606,RUNNING,NA,11/12/2019,0,0,0,9,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22607,RUNNING,NA,11/12/2019,0,0,0,124,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22608,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22609,RUNNING,NA,11/12/2019,0,0,0,11,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22610,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22611,RUNNING,NA,11/12/2019,0,0,0,13,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22612,RUNNING,NA,11/12/2019,0,0,0,9,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22613,RUNNING,NA,11/12/2019,0,0,0,25,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22614,RUNNING,NA,11/12/2019,0,0,0,92,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22615,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22616,RUNNING,NA,11/12/2019,0,0,0,3,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22617,RUNNING,NA,11/12/2019,0,0,0,23,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22618,RUNNING,NA,11/12/2019,0,0,0,36,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22619,RUNNING,NA,11/12/2019,0,0,0,26,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22620,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22621,RUNNING,0.64,11/11/2019,0,0,0,70,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22622,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22623,RUNNING,NA,11/12/2019,0,0,0,383,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22624,RUNNING,NA,11/12/2019,0,0,0,25,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22625,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22626,RUNNING,NA,11/12/2019,0,0,0,23,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22627,RUNNING,NA,11/12/2019,0,0,0,11,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22628,RUNNING,NA,11/12/2019,0,0,0,16,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22629,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22630,RUNNING,NA,11/12/2019,0,0,0,33,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22631,RUNNING,NA,11/12/2019,0,0,0,72,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22632,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22633,RUNNING,NA,11/12/2019,0,0,0,3,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22634,RUNNING,NA,11/12/2019,0,0,0,9,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22635,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22636,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22637,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22638,RUNNING,NA,11/12/2019,0,0,0,13,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22639,RUNNING,NA,11/12/2019,0,0,0,8,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22640,RUNNING,NA,11/12/2019,0,0,0,15,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22641,RUNNING,NA,11/12/2019,0,0,0,929,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22642,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22643,RUNNING,NA,11/12/2019,0,0,0,14,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22644,RUNNING,NA,11/12/2019,0,0,0,2,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22645,RUNNING,NA,11/12/2019,0,0,0,24,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22646,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22647,RUNNING,NA,11/12/2019,0,0,0,7,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22648,RUNNING,NA,11/12/2019,0,0,0,4,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22649,RUNNING,NA,11/12/2019,0,0,0,26,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22650,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22651,RUNNING,NA,11/12/2019,0,0,0,36,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22652,RUNNING,NA,11/12/2019,0,0,0,536,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22653,RUNNING,NA,11/12/2019,0,0,0,11,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22654,RUNNING,NA,11/12/2019,0,0,0,6,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22655,RUNNING,0.01,11/13/2019,0,0,0,28,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22656,RUNNING,0.01,11/13/2019,0,0,0,23,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22657,RUNNING,0.01,11/13/2019,0,0,0,53,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22658,RUNNING,0.13,11/15/2019,0,0,0,11,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22659,RUNNING,0.13,11/15/2019,0,0,0,19,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22660,RUNNING,0.047,11/19/2019,0,0,0,26,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22661,RUNNING,NA,11/12/2019,0,0,0,3,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22662,RUNNING,NA,11/12/2019,0,0,0,1,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22663,RUNNING,NA,11/12/2019,0,0,0,3,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22664,RUNNING,NA,11/12/2019,0,0,0,14,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22665,RUNNING,NA,11/12/2019,0,0,0,8,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22666,RUNNING,NA,11/12/2019,0,0,0,11,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
22667,RUNNING,NA,11/12/2019,0,0,0,16,0,0,0,0,0,0,0,RUNNING,NED,1,No Sugg,0
