,status,cpc,date,ts_clicks,tr_clicks,tr_conversions,impressions,lp_clicks,cost,tr_revenue,TR.NET,TR.ROI,LP.CTR,CTR,Status_Algo,Reason,Coeff_Performance,Bid_suggestion,EPC
5049,RUNNING,0.055,11/19/2019,2,4,0,211,0,0.11,0,-0.11,-0.11,0,0.009478673,RUNNING,NED,1,No Sugg,0
5050,RUNNING,0.1,11/19/2019,1,0,0,54,0,0.11,0,-0.11,-0.11,0,0.018518519,RUNNING,NED,1,No Sugg,0
5051,RUNNING,0.151,11/17/2019,1,1,0,487,0,0.11,0,-0.11,-0.11,0,0.002053388,RUNNING,NED,1,No Sugg,0
5052,RUNNING,0.76,11/20/2019,0,0,0,159,0,0.10936,0,-0.10936,-0.10936,0,0,RUNNING,NED,1,No Sugg,0
5053,RUNNING,0.19,11/17/2019,0,0,0,574,0,0.10906,0,-0.10906,-0.10906,0,0,RUNNING,NED,1,No Sugg,0
5054,RUNNING,0.036,11/13/2019,3,4,0,3579,0,0.108,0,-0.108,-0.108,0,0.000838223,RUNNING,NED,1,No Sugg,0
5055,RUNNING,0.76,11/20/2019,0,0,0,142,0,0.10792,0,-0.10792,-0.10792,0,0,RUNNING,NED,1,No Sugg,0
5056,RUNNING,0.66,11/24/2019,2,2,0,166,0,0.10704,0,-0.10704,-0.10704,0,0.012048193,RUNNING,NED,1,No Sugg,0
5057,RUNNING,0.76,11/20/2019,0,0,0,152,0,0.10632,0,-0.10632,-0.10632,0,0,RUNNING,NED,1,No Sugg,0
5058,RUNNING,0.76,11/20/2019,8,8,0,139,0,0.10564,0,-0.10564,-0.10564,0,0.057553957,RUNNING,NED,1,No Sugg,0
5059,RUNNING,0.76,11/20/2019,1,1,0,136,0,0.10336,0,-0.10336,-0.10336,0,0.007352941,RUNNING,NED,1,No Sugg,0
5060,RUNNING,0.19,11/19/2019,0,0,0,538,0,0.10222,0,-0.10222,-0.10222,0,0,RUNNING,NED,1,No Sugg,0
5061,RUNNING,0.19,11/19/2019,0,0,0,537,0,0.10203,0,-0.10203,-0.10203,0,0,RUNNING,NED,1,No Sugg,0
5062,RUNNING,0.017,11/13/2019,6,6,0,1081,1,0.102,0,-0.102,-0.102,0.166666667,0.005550416,RUNNING,NED,1,No Sugg,0
5063,RUNNING,0.76,11/20/2019,0,0,0,133,0,0.10108,0,-0.10108,-0.10108,0,0,RUNNING,NED,1,No Sugg,0
5064,RUNNING,0.101,11/13/2019,1,2,0,4,0,0.101,0,-0.101,-0.101,0,0.25,RUNNING,NED,1,No Sugg,0
5065,RUNNING,0.09,11/24/2019,1,1,1,525,1,0.1,7,6.9,6.9,1,0.001904762,RUNNING,GP1,1,No Sugg,7
5066,RUNNING,10.8,11/13/2019,1,1,1,0,1,0.1,3.5,3.4,3.4,1,1,RUNNING,GP1,1,No Sugg,3.5
5067,RUNNING,14.29,11/13/2019,1,1,1,0,0,0.1,2.8,2.7,2.7,0,1,RUNNING,GP1,1,No Sugg,2.8
5068,RUNNING,0.09,11/16/2019,1,1,0,77,0,0.1,0,-0.1,-0.1,0,0.012987013,RUNNING,NED,1,No Sugg,0
5069,RUNNING,0.027,11/14/2019,5,6,0,3232,0,0.1,0,-0.1,-0.1,0,0.00154703,RUNNING,NED,1,No Sugg,0
5070,RUNNING,10,11/23/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5071,RUNNING,0.05,11/13/2019,2,0,0,468,0,0.1,0,-0.1,-0.1,0,0.004273504,RUNNING,NED,1,No Sugg,0
5072,RUNNING,0.12,11/13/2019,1,3,0,24,0,0.1,0,-0.1,-0.1,0,0.041666667,RUNNING,NED,1,No Sugg,0
5073,RUNNING,0.033,11/17/2019,3,3,0,669,0,0.1,0,-0.1,-0.1,0,0.004484305,RUNNING,NED,1,No Sugg,0
5074,RUNNING,10,11/23/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5075,RUNNING,9.6,11/12/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5076,RUNNING,0.12,11/16/2019,1,1,0,2,0,0.1,0,-0.1,-0.1,0,0.5,RUNNING,NED,1,No Sugg,0
5077,RUNNING,10,11/23/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5078,RUNNING,7.1,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5079,RUNNING,0.01,11/17/2019,10,0,0,1219,0,0.1,0,-0.1,-0.1,0,0.008203445,RUNNING,NED,1,No Sugg,0
5080,RUNNING,0.351,11/18/2019,1,1,0,577,0,0.1,0,-0.1,-0.1,0,0.001733102,RUNNING,NED,1,No Sugg,0
5081,RUNNING,0.12,11/15/2019,1,1,0,134,0,0.1,0,-0.1,-0.1,0,0.007462687,RUNNING,NED,1,No Sugg,0
5082,RUNNING,5,11/13/2019,2,4,0,0,1,0.1,0,-0.1,-0.1,0.25,2,RUNNING,NED,1,No Sugg,0
5083,RUNNING,2.5,11/13/2019,4,3,0,0,0,0.1,0,-0.1,-0.1,0,4,RUNNING,NED,1,No Sugg,0
5084,RUNNING,0.08,11/15/2019,1,1,0,18,0,0.1,0,-0.1,-0.1,0,0.055555556,RUNNING,NED,1,No Sugg,0
5085,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5086,RUNNING,1,11/13/2019,10,10,0,0,0,0.1,0,-0.1,-0.1,0,10,RUNNING,NED,1,No Sugg,0
5087,RUNNING,12,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5088,RUNNING,11,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5089,RUNNING,0.1,11/13/2019,1,1,0,1995,1,0.1,0,-0.1,-0.1,1,0.000501253,RUNNING,NED,1,No Sugg,0
5090,RUNNING,0.001,11/15/2019,2,0,0,686,0,0.1,0,-0.1,-0.1,0,0.002915452,RUNNING,NED,1,No Sugg,0
5091,RUNNING,9,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5092,RUNNING,9.8,11/12/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5093,RUNNING,0.06,11/24/2019,1,1,0,291,0,0.1,0,-0.1,-0.1,0,0.003436426,RUNNING,NED,1,No Sugg,0
5094,RUNNING,0.1,11/13/2019,1,0,0,245,0,0.1,0,-0.1,-0.1,0,0.004081633,RUNNING,NED,1,No Sugg,0
5095,RUNNING,0.1,11/13/2019,1,0,0,60,0,0.1,0,-0.1,-0.1,0,0.016666667,RUNNING,NED,1,No Sugg,0
5096,RUNNING,0.112,11/13/2019,1,0,0,40,0,0.1,0,-0.1,-0.1,0,0.025,RUNNING,NED,1,No Sugg,0
5097,RUNNING,0.112,11/13/2019,1,1,0,155,0,0.1,0,-0.1,-0.1,0,0.006451613,RUNNING,NED,1,No Sugg,0
5098,RUNNING,0.01,11/13/2019,1,2,0,2918,0,0.1,0,-0.1,-0.1,0,0.0003427,RUNNING,NED,1,No Sugg,0
5099,RUNNING,NA,11/12/2019,1,0,0,382,0,0.1,0,-0.1,-0.1,0,0.002617801,RUNNING,NED,1,No Sugg,0
5100,RUNNING,NA,11/12/2019,2,0,0,233,0,0.1,0,-0.1,-0.1,0,0.008583691,RUNNING,NED,1,No Sugg,0
5101,RUNNING,NA,11/12/2019,2,2,0,3609,0,0.1,0,-0.1,-0.1,0,0.00055417,RUNNING,NED,1,No Sugg,0
5102,RUNNING,0.7,11/13/2019,18,17,0,0,0,0.1,0,-0.1,-0.1,0,18,RUNNING,NED,1,No Sugg,0
5103,RUNNING,10,11/18/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5104,RUNNING,0.044,11/11/2019,3,2,0,1150,0,0.1,0,-0.1,-0.1,0,0.002608696,RUNNING,NED,1,No Sugg,0
5105,RUNNING,9.8,11/13/2019,1,1,0,0,1,0.1,0,-0.1,-0.1,1,1,RUNNING,NED,1,No Sugg,0
5106,RUNNING,10,11/18/2019,1,1,0,0,1,0.1,0,-0.1,-0.1,1,1,RUNNING,NED,1,No Sugg,0
5107,RUNNING,0.151,11/11/2019,1,0,0,11,0,0.1,0,-0.1,-0.1,0,0.090909091,RUNNING,NED,1,No Sugg,0
5108,RUNNING,0.1,11/13/2019,1,1,0,18,0,0.1,0,-0.1,-0.1,0,0.055555556,RUNNING,NED,1,No Sugg,0
5109,RUNNING,10,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5110,RUNNING,10,11/13/2019,1,1,0,0,1,0.1,0,-0.1,-0.1,1,1,RUNNING,NED,1,No Sugg,0
5111,RUNNING,10,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5112,RUNNING,10,11/11/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5113,RUNNING,3.3,11/11/2019,3,4,0,0,3,0.1,0,-0.1,-0.1,0.75,3,RUNNING,NED,1,No Sugg,0
5114,RUNNING,0.351,11/13/2019,1,1,0,406,0,0.1,0,-0.1,-0.1,0,0.002463054,RUNNING,NED,1,No Sugg,0
5115,RUNNING,10,11/22/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5116,PAUSED,10,11/22/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5117,RUNNING,0.01,11/24/2019,10,10,0,1152,0,0.1,0,-0.1,-0.1,0,0.008680556,RUNNING,NED,1,No Sugg,0
5118,RUNNING,0.1,11/20/2019,1,1,0,93,0,0.1,0,-0.1,-0.1,0,0.010752688,RUNNING,NED,1,No Sugg,0
5119,RUNNING,0.005,11/13/2019,21,0,0,5265,0,0.1,0,-0.1,-0.1,0,0.003988604,RUNNING,NMT,1,No Sugg,0
5120,RUNNING,10,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5121,RUNNING,5,11/11/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5122,RUNNING,4,11/13/2019,2,2,0,0,2,0.1,0,-0.1,-0.1,1,2,RUNNING,NED,1,No Sugg,0
5123,RUNNING,0.033,11/19/2019,3,3,0,6939,0,0.1,0,-0.1,-0.1,0,0.000432339,RUNNING,NED,1,No Sugg,0
5124,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5125,RUNNING,8.5,11/20/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5126,RUNNING,3.61,11/20/2019,3,3,0,0,0,0.1,0,-0.1,-0.1,0,3,RUNNING,NED,1,No Sugg,0
5127,RUNNING,7,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5128,PAUSED,10,11/22/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5129,RUNNING,0.1,11/24/2019,1,0,0,428,0,0.1,0,-0.1,-0.1,0,0.002336449,RUNNING,NED,1,No Sugg,0
5130,RUNNING,0.1,11/24/2019,1,0,0,408,0,0.1,0,-0.1,-0.1,0,0.00245098,RUNNING,NED,1,No Sugg,0
5131,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5132,RUNNING,10.08,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5133,RUNNING,0.09,11/24/2019,1,2,0,93,0,0.1,0,-0.1,-0.1,0,0.010752688,RUNNING,NED,1,No Sugg,0
5134,RUNNING,10.2,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5135,RUNNING,10,11/20/2019,1,5,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5136,RUNNING,0.69,11/20/2019,14,13,0,0,0,0.1,0,-0.1,-0.1,0,14,RUNNING,NED,1,No Sugg,0
5137,RUNNING,9.6,11/18/2019,1,2,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5138,RUNNING,1,11/13/2019,1,0,0,132,0,0.1,0,-0.1,-0.1,0,0.007575758,RUNNING,NED,1,No Sugg,0
5139,RUNNING,0.1,11/13/2019,1,2,0,25,0,0.1,0,-0.1,-0.1,0,0.04,RUNNING,NED,1,No Sugg,0
5140,RUNNING,0.035,11/19/2019,3,2,0,427,0,0.1,0,-0.1,-0.1,0,0.007025761,RUNNING,NED,1,No Sugg,0
5141,RUNNING,10,11/18/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5142,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5143,RUNNING,10,11/23/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5144,RUNNING,9.7,11/23/2019,1,3,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5145,RUNNING,0.1,11/11/2019,1,0,0,11,0,0.1,0,-0.1,-0.1,0,0.090909091,RUNNING,NED,1,No Sugg,0
5146,PAUSED,9.8,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5147,RUNNING,10,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5148,RUNNING,6,11/20/2019,2,1,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5149,RUNNING,10,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5150,RUNNING,0.02,11/14/2019,4,0,0,425,0,0.1,0,-0.1,-0.1,0,0.009411765,RUNNING,NED,1,No Sugg,0
5151,RUNNING,0.07,11/13/2019,1,1,0,32,0,0.1,0,-0.1,-0.1,0,0.03125,RUNNING,NED,1,No Sugg,0
5152,RUNNING,0.004,11/14/2019,26,0,0,5105,0,0.1,0,-0.1,-0.1,0,0.005093046,RUNNING,NMT,1,No Sugg,0
5153,RUNNING,10,11/18/2019,1,2,0,0,2,0.1,0,-0.1,-0.1,1,1,RUNNING,NED,1,No Sugg,0
5154,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5155,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5156,RUNNING,NA,11/13/2019,2,2,0,2,2,0.1,0,-0.1,-0.1,1,1,RUNNING,NED,1,No Sugg,0
5157,RUNNING,5,11/13/2019,2,1,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5158,RUNNING,10,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5159,RUNNING,9.6,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5160,PAUSED,0.01,11/14/2019,7,0,0,439,0,0.1,0,-0.1,-0.1,0,0.01594533,RUNNING,NED,1,No Sugg,0
5161,RUNNING,0.1,11/11/2019,1,1,0,13,1,0.1,0,-0.1,-0.1,1,0.076923077,RUNNING,NED,1,No Sugg,0
5162,RUNNING,8.5,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5163,RUNNING,8,11/13/2019,1,3,0,0,1,0.1,0,-0.1,-0.1,0.333333333,1,RUNNING,NED,1,No Sugg,0
5164,RUNNING,5,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5165,RUNNING,5.2,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5166,RUNNING,0.1,11/13/2019,1,1,0,232,0,0.1,0,-0.1,-0.1,0,0.004310345,RUNNING,NED,1,No Sugg,0
5167,RUNNING,0.1,11/11/2019,1,1,0,234,0,0.1,0,-0.1,-0.1,0,0.004273504,RUNNING,NED,1,No Sugg,0
5168,RUNNING,0.04,11/13/2019,2,2,0,96,0,0.1,0,-0.1,-0.1,0,0.020833333,RUNNING,NED,1,No Sugg,0
5169,PAUSED,0.074,11/11/2019,2,0,0,179,0,0.1,0,-0.1,-0.1,0,0.011173184,RUNNING,NED,1,No Sugg,0
5170,RUNNING,0.02,11/20/2019,4,4,0,2390,0,0.1,0,-0.1,-0.1,0,0.00167364,RUNNING,NED,1,No Sugg,0
5171,RUNNING,0.05,11/19/2019,2,2,0,7637,0,0.1,0,-0.1,-0.1,0,0.000261883,RUNNING,NED,1,No Sugg,0
5172,RUNNING,0.1,11/13/2019,1,1,0,340,0,0.1,0,-0.1,-0.1,0,0.002941176,RUNNING,NED,1,No Sugg,0
5173,RUNNING,0.027,11/19/2019,4,5,0,2582,0,0.1,0,-0.1,-0.1,0,0.001549187,RUNNING,NED,1,No Sugg,0
5174,RUNNING,0.1,11/22/2019,1,1,0,24,0,0.1,0,-0.1,-0.1,0,0.041666667,RUNNING,NED,1,No Sugg,0
5175,RUNNING,1.2,11/13/2019,9,9,0,0,1,0.1,0,-0.1,-0.1,0.111111111,9,RUNNING,NED,1,No Sugg,0
5176,RUNNING,0.1,11/13/2019,1,1,0,54,0,0.1,0,-0.1,-0.1,0,0.018518519,RUNNING,NED,1,No Sugg,0
5177,RUNNING,10,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5178,RUNNING,10,11/13/2019,1,1,0,0,1,0.1,0,-0.1,-0.1,1,1,RUNNING,NED,1,No Sugg,0
5179,RUNNING,NA,11/16/2019,9,9,0,9,5,0.1,0,-0.1,-0.1,0.555555556,1,RUNNING,NED,1,No Sugg,0
5180,RUNNING,9.3,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5181,RUNNING,9.6,11/13/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5182,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5183,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5184,RUNNING,NA,11/16/2019,9,9,0,9,5,0.1,0,-0.1,-0.1,0.555555556,1,RUNNING,NED,1,No Sugg,0
5185,RUNNING,0.02,11/14/2019,5,0,0,2063,0,0.1,0,-0.1,-0.1,0,0.002423655,RUNNING,NED,1,No Sugg,0
5186,RUNNING,1,11/20/2019,10,10,0,0,0,0.1,0,-0.1,-0.1,0,10,RUNNING,NED,1,No Sugg,0
5187,RUNNING,10,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5188,RUNNING,9.6,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5189,RUNNING,0.12,11/13/2019,1,0,0,53,0,0.1,0,-0.1,-0.1,0,0.018867925,RUNNING,NED,1,No Sugg,0
5190,RUNNING,0.12,11/13/2019,1,0,0,2257,0,0.1,0,-0.1,-0.1,0,0.000443066,RUNNING,NED,1,No Sugg,0
5191,RUNNING,9.6,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5192,RUNNING,9.6,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5193,RUNNING,9.6,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5194,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5195,RUNNING,8,11/18/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5196,RUNNING,10.1,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5197,RUNNING,5,11/18/2019,2,1,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5198,RUNNING,4.5,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5199,RUNNING,4.1,11/13/2019,2,23,0,0,22,0.1,0,-0.1,-0.1,0.956521739,2,RUNNING,NED,1,No Sugg,0
5200,RUNNING,0.033,11/14/2019,3,3,0,2657,0,0.1,0,-0.1,-0.1,0,0.001129093,RUNNING,NED,1,No Sugg,0
5201,RUNNING,4.1,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5202,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5203,RUNNING,2,11/13/2019,5,7,0,0,0,0.1,0,-0.1,-0.1,0,5,RUNNING,NED,1,No Sugg,0
5204,RUNNING,2,11/13/2019,5,5,0,0,0,0.1,0,-0.1,-0.1,0,5,RUNNING,NED,1,No Sugg,0
5205,RUNNING,10.1,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5206,RUNNING,0.015,11/14/2019,5,0,0,863,0,0.1,0,-0.1,-0.1,0,0.005793743,RUNNING,NED,1,No Sugg,0
5207,RUNNING,0.022,11/14/2019,3,0,0,1396,0,0.1,0,-0.1,-0.1,0,0.002148997,RUNNING,NED,1,No Sugg,0
5208,RUNNING,5,11/20/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5209,RUNNING,0.5,11/13/2019,18,15,0,0,0,0.1,0,-0.1,-0.1,0,18,RUNNING,NED,1,No Sugg,0
5210,RUNNING,10,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5211,RUNNING,0.56,11/13/2019,19,15,1,0,0,0.1,0,-0.1,-0.1,0,19,RUNNING,NMT,1,No sugg,0
5212,RUNNING,10,11/20/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5213,RUNNING,10.1,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5214,RUNNING,10.2,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5215,RUNNING,13.9,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5216,RUNNING,10,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5217,RUNNING,10.2,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5218,RUNNING,10.2,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5219,RUNNING,5,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5220,RUNNING,2.5,11/13/2019,4,2,0,0,0,0.1,0,-0.1,-0.1,0,4,RUNNING,NED,1,No Sugg,0
5221,RUNNING,10.2,11/18/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5222,RUNNING,10.1,11/18/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5223,RUNNING,10.2,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5224,RUNNING,0.07,11/13/2019,1,0,0,678,0,0.1,0,-0.1,-0.1,0,0.001474926,RUNNING,NED,1,No Sugg,0
5225,RUNNING,0.07,11/13/2019,1,0,0,32,0,0.1,0,-0.1,-0.1,0,0.03125,RUNNING,NED,1,No Sugg,0
5226,RUNNING,0.092,11/13/2019,1,1,0,606,0,0.1,0,-0.1,-0.1,0,0.001650165,RUNNING,NED,1,No Sugg,0
5227,RUNNING,0.1,11/13/2019,1,1,0,266,0,0.1,0,-0.1,-0.1,0,0.003759398,RUNNING,NED,1,No Sugg,0
5228,RUNNING,0.026,11/13/2019,4,4,0,3320,0,0.1,0,-0.1,-0.1,0,0.001204819,RUNNING,NED,1,No Sugg,0
5229,RUNNING,4,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5230,RUNNING,0.1,11/13/2019,1,1,0,20,0,0.1,0,-0.1,-0.1,0,0.05,RUNNING,NED,1,No Sugg,0
5231,RUNNING,NA,11/11/2019,1,1,0,1,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5232,RUNNING,0.07,11/13/2019,1,1,0,70,0,0.1,0,-0.1,-0.1,0,0.014285714,RUNNING,NED,1,No Sugg,0
5233,RUNNING,0.056,11/13/2019,1,1,0,1,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5234,RUNNING,10,11/13/2019,1,2,0,0,2,0.1,0,-0.1,-0.1,1,1,RUNNING,NED,1,No Sugg,0
5235,RUNNING,NA,11/13/2019,2,2,0,2,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5236,RUNNING,0.1,11/13/2019,1,1,1,763,0,0.1,0,-0.1,-0.1,0,0.001310616,RUNNING,NED,1,No Sugg,0
5237,RUNNING,0.013,11/17/2019,5,0,0,222,0,0.1,0,-0.1,-0.1,0,0.022522523,RUNNING,NED,1,No Sugg,0
5238,RUNNING,10,11/18/2019,1,0,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5239,RUNNING,10.4,11/18/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5240,RUNNING,10.67,11/20/2019,1,1,0,0,0,0.1,0,-0.1,-0.1,0,1,RUNNING,NED,1,No Sugg,0
5241,RUNNING,0.1,11/24/2019,1,1,0,364,0,0.1,0,-0.1,-0.1,0,0.002747253,RUNNING,NED,1,No Sugg,0
5242,RUNNING,0.04,11/17/2019,2,2,0,1008,0,0.1,0,-0.1,-0.1,0,0.001984127,RUNNING,NED,1,No Sugg,0
5243,RUNNING,7.1,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5244,RUNNING,4.5,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
5245,RUNNING,4.8,11/13/2019,2,2,0,0,0,0.1,0,-0.1,-0.1,0,2,RUNNING,NED,1,No Sugg,0
